cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",8570,"(+/- 1390 )",6702,"(+/- 1234 )",4769,"(+/- 1101 )",4868,"(+/- 1394 )",3665,"(+/- 909 )",3426,"(+/- 1004 )",3224,"(+/- 837 )",9992,"(+/- 1971 )",2950,"(+/- 811 )",3599,"(+/- 947 )",1968,"(+/- 673 )",2009,"(+/- 666 )",1222,"(+/- 501 )",1755,"(+/- 550 )",2540,"(+/- 841 )",3957,"(+/- 867 )",2248,"(+/- 648 )",1558,"(+/- 636 )",2684,"(+/- 684 )",2053,"(+/- 693 )",4091,"(+/- 1089 )",3733,"(+/- 1001 )",5869,"(+/- 1432 )",4501,"(+/- 915 )",2382,"(+/- 669 )",3446,"(+/- 853 )",1486,"(+/- 525 )",1006,"(+/- 523 )",887,"(+/- 368 )",498,"(+/- 250 )",3769,"(+/- 964 )",4683,"(+/- 885 )",1281,"(+/- 437 )",748,"(+/- 299 )",2803,"(+/- 780 )",8885,"(+/- 1755 )",1112,"(+/- 431 )",3391,"(+/- 768 )",2059,"(+/- 577 )",2029,"(+/- 596 )",3527,"(+/- 778 )",2446,"(+/- 626 )",3540,"(+/- 917 )",3221,"(+/- 638 )",2418,"(+/- 731 )",2009,"(+/- 559 )",2656,"(+/- 596 )",4697,"(+/- 1013 )",2630,"(+/- 789 )",4566,"(+/- 1053 )",5492,"(+/- 1180 )",1810,"(+/- 837 )",2970,"(+/- 737 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",15540,"(+/- 1588 )",8689,"(+/- 1352 )",8867,"(+/- 1414 )",8893,"(+/- 1692 )",8469,"(+/- 1426 )",7637,"(+/- 1466 )",8683,"(+/- 1436 )",9824,"(+/- 1429 )",6739,"(+/- 1120 )",8724,"(+/- 1442 )",4227,"(+/- 910 )",5630,"(+/- 1204 )",3537,"(+/- 781 )",4919,"(+/- 1005 )",4895,"(+/- 932 )",8713,"(+/- 1550 )",4863,"(+/- 1145 )",2587,"(+/- 720 )",2873,"(+/- 1107 )",6116,"(+/- 978 )",10124,"(+/- 1676 )",9257,"(+/- 1464 )",11673,"(+/- 1912 )",7430,"(+/- 1167 )",4412,"(+/- 1096 )",6474,"(+/- 1046 )",6550,"(+/- 1204 )",2350,"(+/- 659 )",3112,"(+/- 735 )",2211,"(+/- 685 )",7525,"(+/- 1588 )",8224,"(+/- 1209 )",3291,"(+/- 840 )",3359,"(+/- 691 )",6710,"(+/- 1270 )",13020,"(+/- 2073 )",3160,"(+/- 756 )",9049,"(+/- 1216 )",5688,"(+/- 1137 )",5137,"(+/- 950 )",6529,"(+/- 1048 )",6526,"(+/- 1182 )",6963,"(+/- 1268 )",5493,"(+/- 1033 )",5577,"(+/- 1148 )",5593,"(+/- 985 )",7236,"(+/- 1284 )",6796,"(+/- 1161 )",4468,"(+/- 1180 )",6031,"(+/- 1364 )",7968,"(+/- 1303 )",4806,"(+/- 1148 )",5717,"(+/- 1202 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",22739,"(+/- 2301 )",15918,"(+/- 1721 )",16283,"(+/- 2071 )",17570,"(+/- 2017 )",12135,"(+/- 1779 )",13159,"(+/- 1566 )",14953,"(+/- 1980 )",14636,"(+/- 1808 )",11576,"(+/- 1995 )",12797,"(+/- 1900 )",9653,"(+/- 1581 )",6286,"(+/- 1161 )",7606,"(+/- 1126 )",9614,"(+/- 1581 )",7454,"(+/- 1341 )",9164,"(+/- 1720 )",8563,"(+/- 1215 )",7454,"(+/- 1217 )",6614,"(+/- 998 )",9070,"(+/- 1369 )",11739,"(+/- 1756 )",12536,"(+/- 1580 )",15191,"(+/- 2069 )",11666,"(+/- 1746 )",9461,"(+/- 1567 )",10927,"(+/- 1510 )",11126,"(+/- 1662 )",5607,"(+/- 998 )",6289,"(+/- 1087 )",6729,"(+/- 1062 )",11329,"(+/- 1839 )",10589,"(+/- 1192 )",6886,"(+/- 1477 )",4950,"(+/- 1102 )",10188,"(+/- 1523 )",18387,"(+/- 2150 )",6585,"(+/- 1197 )",11500,"(+/- 1608 )",10846,"(+/- 1244 )",4949,"(+/- 926 )",8320,"(+/- 1615 )",10333,"(+/- 1818 )",6803,"(+/- 1206 )",8575,"(+/- 1345 )",9465,"(+/- 1603 )",7702,"(+/- 1270 )",7969,"(+/- 1144 )",8407,"(+/- 1218 )",8627,"(+/- 1429 )",11758,"(+/- 1778 )",7842,"(+/- 1390 )",9571,"(+/- 1527 )",10415,"(+/- 1699 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",15893,"(+/- 1771 )",12354,"(+/- 1802 )",9350,"(+/- 1333 )",16323,"(+/- 2101 )",11327,"(+/- 1621 )",7397,"(+/- 1347 )",11126,"(+/- 1499 )",6216,"(+/- 1265 )",9495,"(+/- 1182 )",7982,"(+/- 1450 )",9128,"(+/- 1635 )",7111,"(+/- 1215 )",8354,"(+/- 1373 )",11100,"(+/- 1424 )",7939,"(+/- 1419 )",4790,"(+/- 1113 )",7787,"(+/- 1203 )",8266,"(+/- 1217 )",9877,"(+/- 1454 )",9280,"(+/- 1468 )",3537,"(+/- 815 )",8772,"(+/- 1330 )",9832,"(+/- 1569 )",12040,"(+/- 1610 )",9209,"(+/- 1611 )",7791,"(+/- 1238 )",9654,"(+/- 1183 )",6120,"(+/- 1163 )",5864,"(+/- 1048 )",8271,"(+/- 1255 )",6714,"(+/- 1262 )",6558,"(+/- 969 )",6285,"(+/- 1019 )",2685,"(+/- 713 )",5171,"(+/- 1037 )",17527,"(+/- 2051 )",5433,"(+/- 963 )",7193,"(+/- 1045 )",12227,"(+/- 1719 )",2799,"(+/- 624 )",3917,"(+/- 845 )",8553,"(+/- 1436 )",4259,"(+/- 938 )",4130,"(+/- 934 )",10716,"(+/- 1280 )",4589,"(+/- 943 )",6130,"(+/- 1062 )",10364,"(+/- 1568 )",9946,"(+/- 1624 )",8230,"(+/- 1116 )",4729,"(+/- 1055 )",8832,"(+/- 1202 )",7631,"(+/- 1437 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6214,"(+/- 1129 )",7947,"(+/- 1449 )",6057,"(+/- 1448 )",10350,"(+/- 1624 )",9078,"(+/- 1510 )",4563,"(+/- 911 )",7077,"(+/- 1226 )",3497,"(+/- 921 )",4756,"(+/- 998 )",4105,"(+/- 1039 )",7009,"(+/- 1209 )",3810,"(+/- 847 )",6803,"(+/- 1183 )",8645,"(+/- 1589 )",7183,"(+/- 1341 )",2715,"(+/- 794 )",6697,"(+/- 1189 )",7125,"(+/- 1047 )",5575,"(+/- 1060 )",5328,"(+/- 1314 )",2031,"(+/- 923 )",4069,"(+/- 851 )",4435,"(+/- 1039 )",8352,"(+/- 1344 )",5308,"(+/- 1094 )",6051,"(+/- 1308 )",6314,"(+/- 1123 )",4878,"(+/- 1041 )",4029,"(+/- 972 )",6917,"(+/- 1282 )",3688,"(+/- 838 )",4771,"(+/- 1010 )",5948,"(+/- 1098 )",1023,"(+/- 373 )",3151,"(+/- 951 )",9349,"(+/- 1458 )",3559,"(+/- 1022 )",3627,"(+/- 828 )",6464,"(+/- 1051 )",1531,"(+/- 566 )",2650,"(+/- 667 )",4750,"(+/- 1194 )",3940,"(+/- 1055 )",3061,"(+/- 816 )",8197,"(+/- 1422 )",2626,"(+/- 696 )",4002,"(+/- 874 )",8003,"(+/- 1301 )",7694,"(+/- 1342 )",6722,"(+/- 1370 )",1663,"(+/- 814 )",6501,"(+/- 1321 )",4226,"(+/- 1049 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",6122,"(+/- 1311 )",17292,"(+/- 1907 )",4603,"(+/- 1091 )",12420,"(+/- 1684 )",9397,"(+/- 1216 )",3188,"(+/- 652 )",6237,"(+/- 1190 )",1930,"(+/- 643 )",6373,"(+/- 1522 )",4356,"(+/- 876 )",18652,"(+/- 2128 )",13925,"(+/- 1908 )",12317,"(+/- 1332 )",14367,"(+/- 1635 )",12528,"(+/- 1550 )",1295,"(+/- 570 )",14625,"(+/- 1803 )",26432,"(+/- 2076 )",13022,"(+/- 1860 )",10827,"(+/- 1554 )",1203,"(+/- 435 )",2928,"(+/- 811 )",2621,"(+/- 934 )",10984,"(+/- 1503 )",6002,"(+/- 1201 )",7350,"(+/- 1179 )",10834,"(+/- 1668 )",11162,"(+/- 1674 )",3679,"(+/- 839 )",15450,"(+/- 1749 )",2974,"(+/- 865 )",3659,"(+/- 755 )",23416,"(+/- 2552 )",2583,"(+/- 680 )",2079,"(+/- 644 )",12900,"(+/- 1501 )",7150,"(+/- 1368 )",2788,"(+/- 570 )",9771,"(+/- 1189 )",1229,"(+/- 467 )",1768,"(+/- 433 )",5192,"(+/- 940 )",3719,"(+/- 995 )",1998,"(+/- 584 )",15841,"(+/- 2766 )",2357,"(+/- 650 )",5136,"(+/- 1057 )",14984,"(+/- 1634 )",13896,"(+/- 2057 )",10520,"(+/- 1471 )",2145,"(+/- 878 )",14261,"(+/- 2174 )",6604,"(+/- 1332 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",516,"(+/- 19 )",647,"(+/- 29 )",537,"(+/- 20 )",643,"(+/- 22 )",655,"(+/- 37 )",529,"(+/- 22 )",586,"(+/- 20 )",441,"(+/- 26 )",595,"(+/- 27 )",536,"(+/- 22 )",811,"(+/- 50 )",737,"(+/- 60 )",780,"(+/- 32 )",755,"(+/- 35 )",768,"(+/- 34 )",451,"(+/- 28 )",767,"(+/- 47 )",995,"(+/- 40 )",770,"(+/- 26 )",679,"(+/- 29 )",435,"(+/- 20 )",512,"(+/- 28 )",488,"(+/- 25 )",661,"(+/- 28 )",642,"(+/- 27 )",607,"(+/- 37 )",676,"(+/- 28 )",819,"(+/- 48 )",654,"(+/- 34 )",869,"(+/- 42 )",519,"(+/- 23 )",504,"(+/- 24 )",996,"(+/- 71 )",544,"(+/- 33 )",492,"(+/- 27 )",597,"(+/- 24 )",684,"(+/- 45 )",497,"(+/- 25 )",667,"(+/- 19 )",462,"(+/- 30 )",475,"(+/- 21 )",591,"(+/- 31 )",524,"(+/- 37 )",501,"(+/- 25 )",759,"(+/- 38 )",515,"(+/- 28 )",570,"(+/- 30 )",724,"(+/- 33 )",755,"(+/- 37 )",634,"(+/- 34 )",433,"(+/- 28 )",742,"(+/- 44 )",595,"(+/- 35 )"
Housing,"Gross Rent","Occupied units paying rent",88113,"(+/- 4879 )",100385,"(+/- 4837 )",96664,"(+/- 4482 )",69384,"(+/- 3639 )",98496,"(+/- 5067 )",142208,"(+/- 5503 )",93072,"(+/- 4401 )",83772,"(+/- 4714 )",90078,"(+/- 4096 )",90134,"(+/- 5102 )",98380,"(+/- 4199 )",211881,"(+/- 6549 )",162022,"(+/- 5058 )",102262,"(+/- 4645 )",90956,"(+/- 3849 )",110109,"(+/- 4687 )",120199,"(+/- 4472 )",109724,"(+/- 4680 )",95058,"(+/- 4425 )",102850,"(+/- 4478 )",89741,"(+/- 4812 )",94189,"(+/- 5460 )",88952,"(+/- 5650 )",108588,"(+/- 4959 )",63717,"(+/- 3690 )",86076,"(+/- 3593 )",108832,"(+/- 4434 )",190966,"(+/- 5239 )",121322,"(+/- 5435 )",133731,"(+/- 5821 )",96328,"(+/- 5074 )",82266,"(+/- 3914 )",142567,"(+/- 6030 )",200357,"(+/- 5622 )",82055,"(+/- 3953 )",80965,"(+/- 4102 )",177299,"(+/- 6633 )",73965,"(+/- 4280 )",73623,"(+/- 4131 )",118090,"(+/- 4048 )",80095,"(+/- 4088 )",63538,"(+/- 4790 )",139812,"(+/- 5742 )",95722,"(+/- 3902 )",102564,"(+/- 4398 )",111749,"(+/- 4833 )",128509,"(+/- 5720 )",114420,"(+/- 4831 )",91339,"(+/- 4340 )",87177,"(+/- 4598 )",114284,"(+/- 5100 )",131246,"(+/- 4935 )",134977,"(+/- 6785 )"
Housing,"Gross Rent","Less than $500",6881,"(+/- 1427 )",7028,"(+/- 1686 )",6001,"(+/- 1493 )",3379,"(+/- 1018 )",4338,"(+/- 1067 )",8476,"(+/- 1843 )",2483,"(+/- 856 )",4961,"(+/- 1373 )",4207,"(+/- 1058 )",4040,"(+/- 986 )",4641,"(+/- 1391 )",20319,"(+/- 2516 )",12785,"(+/- 1859 )",3151,"(+/- 1196 )",2539,"(+/- 741 )",8732,"(+/- 1577 )",1894,"(+/- 755 )",3802,"(+/- 1264 )",5125,"(+/- 1338 )",4024,"(+/- 1113 )",11703,"(+/- 2239 )",5311,"(+/- 1306 )",4712,"(+/- 1522 )",5270,"(+/- 976 )",2075,"(+/- 857 )",2853,"(+/- 926 )",4003,"(+/- 1040 )",8656,"(+/- 1829 )",5323,"(+/- 1190 )",2711,"(+/- 937 )",5386,"(+/- 1604 )",4305,"(+/- 966 )",3545,"(+/- 1020 )",18073,"(+/- 1815 )",2560,"(+/- 835 )",4925,"(+/- 1267 )",9252,"(+/- 1704 )",2538,"(+/- 622 )",1946,"(+/- 735 )",4015,"(+/- 984 )",2991,"(+/- 910 )",1058,"(+/- 499 )",4898,"(+/- 1209 )",7054,"(+/- 1330 )",2968,"(+/- 1247 )",4379,"(+/- 1333 )",6724,"(+/- 1313 )",2516,"(+/- 811 )",2119,"(+/- 711 )",3439,"(+/- 1337 )",8748,"(+/- 1893 )",3859,"(+/- 1278 )",3538,"(+/- 1199 )"
Housing,"Gross Rent","$500 to $999",31029,"(+/- 3186 )",21757,"(+/- 2456 )",20433,"(+/- 2689 )",12922,"(+/- 2079 )",10047,"(+/- 2054 )",27975,"(+/- 3057 )",10545,"(+/- 1956 )",29252,"(+/- 2719 )",23113,"(+/- 2250 )",18253,"(+/- 2381 )",6301,"(+/- 1478 )",27434,"(+/- 3298 )",18744,"(+/- 2454 )",3944,"(+/- 1147 )",4257,"(+/- 1116 )",46170,"(+/- 3689 )",3146,"(+/- 925 )",4138,"(+/- 1230 )",7866,"(+/- 1527 )",10967,"(+/- 1917 )",41012,"(+/- 3706 )",31682,"(+/- 2713 )",37611,"(+/- 3991 )",12497,"(+/- 2085 )",7524,"(+/- 1349 )",6911,"(+/- 1496 )",7732,"(+/- 1291 )",17243,"(+/- 2308 )",14506,"(+/- 1726 )",6253,"(+/- 1304 )",18121,"(+/- 2360 )",7370,"(+/- 1450 )",6334,"(+/- 1273 )",36992,"(+/- 2928 )",10087,"(+/- 1432 )",23625,"(+/- 2830 )",21302,"(+/- 2345 )",6026,"(+/- 1030 )",3287,"(+/- 1064 )",23176,"(+/- 2750 )",11270,"(+/- 2138 )",3223,"(+/- 852 )",16247,"(+/- 2121 )",18642,"(+/- 2157 )",3342,"(+/- 1362 )",4054,"(+/- 1159 )",11765,"(+/- 1795 )",4604,"(+/- 1450 )",4172,"(+/- 1269 )",7918,"(+/- 1486 )",26495,"(+/- 2645 )",5322,"(+/- 1199 )",8029,"(+/- 1567 )"
Housing,"Gross Rent","$1,000 to $1,499",30950,"(+/- 2882 )",19165,"(+/- 2452 )",25887,"(+/- 2525 )",19705,"(+/- 2557 )",21677,"(+/- 3026 )",56262,"(+/- 4469 )",41452,"(+/- 3238 )",29255,"(+/- 3513 )",28600,"(+/- 2489 )",32828,"(+/- 3383 )",17759,"(+/- 2451 )",31677,"(+/- 3915 )",31383,"(+/- 3116 )",8190,"(+/- 1874 )",9103,"(+/- 1649 )",38207,"(+/- 2984 )",6965,"(+/- 1484 )",9032,"(+/- 1565 )",12568,"(+/- 1820 )",24050,"(+/- 2907 )",29927,"(+/- 3542 )",34873,"(+/- 3758 )",27327,"(+/- 3321 )",26465,"(+/- 2773 )",17406,"(+/- 1996 )",17630,"(+/- 2191 )",27615,"(+/- 2711 )",49365,"(+/- 3501 )",42557,"(+/- 3233 )",30246,"(+/- 2778 )",34990,"(+/- 3212 )",25921,"(+/- 2139 )",18026,"(+/- 2197 )",65208,"(+/- 4114 )",29504,"(+/- 2707 )",29239,"(+/- 3293 )",49921,"(+/- 4152 )",22531,"(+/- 2507 )",14677,"(+/- 2070 )",52108,"(+/- 3339 )",25118,"(+/- 2744 )",13672,"(+/- 2548 )",45323,"(+/- 3598 )",38919,"(+/- 3037 )",8209,"(+/- 1721 )",31454,"(+/- 3354 )",39140,"(+/- 3215 )",11487,"(+/- 2090 )",13700,"(+/- 1996 )",26076,"(+/- 3121 )",38396,"(+/- 2955 )",14442,"(+/- 1793 )",33575,"(+/- 2998 )"
Housing,"Gross Rent","$1,500 to $1,999",11099,"(+/- 2108 )",20422,"(+/- 2858 )",24857,"(+/- 2664 )",15812,"(+/- 1959 )",26978,"(+/- 3131 )",34952,"(+/- 3342 )",26890,"(+/- 3103 )",15899,"(+/- 2816 )",17485,"(+/- 2271 )",22829,"(+/- 2537 )",26184,"(+/- 3286 )",30608,"(+/- 2859 )",35972,"(+/- 3186 )",15077,"(+/- 1754 )",17824,"(+/- 2322 )",13873,"(+/- 2488 )",14565,"(+/- 1957 )",17214,"(+/- 2286 )",19118,"(+/- 2301 )",30960,"(+/- 2809 )",5392,"(+/- 1360 )",16044,"(+/- 2896 )",14242,"(+/- 2453 )",33473,"(+/- 3973 )",15179,"(+/- 2168 )",22565,"(+/- 2291 )",34395,"(+/- 3244 )",54412,"(+/- 4003 )",34361,"(+/- 3140 )",42455,"(+/- 3392 )",23028,"(+/- 2875 )",26946,"(+/- 2646 )",28113,"(+/- 2972 )",39191,"(+/- 3093 )",24317,"(+/- 2935 )",13421,"(+/- 2020 )",44136,"(+/- 3523 )",22501,"(+/- 2360 )",25150,"(+/- 2496 )",28051,"(+/- 2384 )",27456,"(+/- 2537 )",20251,"(+/- 2466 )",40762,"(+/- 3568 )",20034,"(+/- 2530 )",18654,"(+/- 2620 )",41509,"(+/- 3115 )",39647,"(+/- 3385 )",36047,"(+/- 3408 )",27218,"(+/- 2782 )",27929,"(+/- 2841 )",27610,"(+/- 3102 )",35416,"(+/- 3750 )",46273,"(+/- 3970 )"
Housing,"Gross Rent","$2,000 to $2,499",5646,"(+/- 1586 )",15580,"(+/- 2164 )",11906,"(+/- 1919 )",11732,"(+/- 1663 )",17659,"(+/- 2411 )",11505,"(+/- 1929 )",7505,"(+/- 1298 )",4144,"(+/- 1333 )",9538,"(+/- 1932 )",9135,"(+/- 2023 )",23728,"(+/- 2976 )",25868,"(+/- 2656 )",31552,"(+/- 2550 )",22946,"(+/- 2463 )",23204,"(+/- 2284 )",2522,"(+/- 1127 )",23769,"(+/- 2373 )",25937,"(+/- 2776 )",18896,"(+/- 2494 )",17128,"(+/- 2152 )",650,"(+/- 409 )",3127,"(+/- 925 )",4404,"(+/- 1282 )",15206,"(+/- 1955 )",11819,"(+/- 1757 )",18712,"(+/- 2642 )",18767,"(+/- 2808 )",31285,"(+/- 2985 )",13938,"(+/- 2361 )",25327,"(+/- 2752 )",10724,"(+/- 1783 )",11403,"(+/- 1582 )",32421,"(+/- 3515 )",21075,"(+/- 2296 )",10022,"(+/- 1738 )",6400,"(+/- 1276 )",25771,"(+/- 3079 )",12499,"(+/- 1949 )",14395,"(+/- 2060 )",8017,"(+/- 1439 )",10049,"(+/- 1582 )",14008,"(+/- 2187 )",15301,"(+/- 2727 )",6684,"(+/- 1535 )",28435,"(+/- 3139 )",21361,"(+/- 2505 )",15703,"(+/- 2100 )",27793,"(+/- 3072 )",20805,"(+/- 2745 )",13023,"(+/- 1950 )",9273,"(+/- 1884 )",33666,"(+/- 3057 )",28627,"(+/- 3927 )"
Housing,"Gross Rent","$2,500 to $2,999",1704,"(+/- 853 )",8292,"(+/- 1370 )",5437,"(+/- 1281 )",3882,"(+/- 1090 )",10685,"(+/- 1984 )",1328,"(+/- 509 )",2758,"(+/- 711 )",108,"(+/- 133 )",4018,"(+/- 1285 )",2142,"(+/- 904 )",9612,"(+/- 1854 )",25400,"(+/- 2630 )",14840,"(+/- 1544 )",15559,"(+/- 2180 )",18487,"(+/- 2522 )",401,"(+/- 324 )",29892,"(+/- 3123 )",20636,"(+/- 2459 )",16507,"(+/- 2321 )",7508,"(+/- 1518 )",273,"(+/- 296 )",1739,"(+/- 712 )",387,"(+/- 509 )",8362,"(+/- 1744 )",5530,"(+/- 1152 )",10146,"(+/- 1875 )",9905,"(+/- 1763 )",13888,"(+/- 2362 )",6774,"(+/- 1289 )",11493,"(+/- 1821 )",3085,"(+/- 1083 )",4496,"(+/- 1077 )",22881,"(+/- 2707 )",10896,"(+/- 1632 )",3713,"(+/- 1151 )",1679,"(+/- 1015 )",13341,"(+/- 2310 )",5788,"(+/- 1432 )",7660,"(+/- 1542 )",2286,"(+/- 732 )",2015,"(+/- 800 )",7544,"(+/- 1828 )",9114,"(+/- 2066 )",2614,"(+/- 1006 )",18722,"(+/- 2454 )",6208,"(+/- 1230 )",9758,"(+/- 1886 )",16928,"(+/- 2450 )",11773,"(+/- 2058 )",4651,"(+/- 1018 )",2713,"(+/- 1038 )",20982,"(+/- 2915 )",9820,"(+/- 1922 )"
Housing,"Gross Rent","$3,000 or more",804,"(+/- 517 )",8141,"(+/- 1666 )",2143,"(+/- 842 )",1952,"(+/- 522 )",7112,"(+/- 1660 )",1710,"(+/- 1137 )",1439,"(+/- 569 )",153,"(+/- 175 )",3117,"(+/- 1058 )",907,"(+/- 483 )",10155,"(+/- 1660 )",50575,"(+/- 3833 )",16746,"(+/- 1994 )",33395,"(+/- 2877 )",15542,"(+/- 1970 )",204,"(+/- 157 )",39968,"(+/- 3236 )",28965,"(+/- 2388 )",14978,"(+/- 2048 )",8213,"(+/- 1565 )",784,"(+/- 914 )",1413,"(+/- 673 )",269,"(+/- 180 )",7315,"(+/- 1388 )",4184,"(+/- 983 )",7259,"(+/- 1618 )",6415,"(+/- 1209 )",16117,"(+/- 2400 )",3863,"(+/- 1163 )",15246,"(+/- 2446 )",994,"(+/- 458 )",1825,"(+/- 791 )",31247,"(+/- 3411 )",8922,"(+/- 1601 )",1852,"(+/- 1203 )",1676,"(+/- 974 )",13576,"(+/- 2259 )",2082,"(+/- 731 )",6508,"(+/- 1470 )",437,"(+/- 297 )",1196,"(+/- 715 )",3782,"(+/- 1300 )",8167,"(+/- 1798 )",1775,"(+/- 775 )",22234,"(+/- 2920 )",2784,"(+/- 800 )",5772,"(+/- 1233 )",15045,"(+/- 2042 )",11552,"(+/- 1886 )",4141,"(+/- 1160 )",1049,"(+/- 569 )",17559,"(+/- 2362 )",5115,"(+/- 1281 )"
Housing,"Gross Rent","Median (dollars)",1095,"(+/- 37 )",1555,"(+/- 62 )",1419,"(+/- 45 )",1465,"(+/- 55 )",1744,"(+/- 53 )",1321,"(+/- 23 )",1412,"(+/- 27 )",1123,"(+/- 39 )",1257,"(+/- 54 )",1319,"(+/- 47 )",1891,"(+/- 51 )",1933,"(+/- 65 )",1752,"(+/- 42 )",2453,"(+/- 51 )",2253,"(+/- 51 )",1002,"(+/- 30 )",2663,"(+/- 41 )",2399,"(+/- 52 )",2075,"(+/- 66 )",1700,"(+/- 41 )",895,"(+/- 30 )",1114,"(+/- 27 )",1034,"(+/- 44 )",1650,"(+/- 37 )",1660,"(+/- 60 )",1847,"(+/- 47 )",1719,"(+/- 34 )",1686,"(+/- 28 )",1481,"(+/- 33 )",1826,"(+/- 34 )",1365,"(+/- 35 )",1566,"(+/- 38 )",2235,"(+/- 50 )",1335,"(+/- 27 )",1480,"(+/- 46 )",1200,"(+/- 47 )",1593,"(+/- 38 )",1631,"(+/- 43 )",1836,"(+/- 39 )",1311,"(+/- 25 )",1512,"(+/- 44 )",1841,"(+/- 49 )",1542,"(+/- 41 )",1263,"(+/- 33 )",2318,"(+/- 53 )",1693,"(+/- 30 )",1584,"(+/- 36 )",2046,"(+/- 56 )",1972,"(+/- 44 )",1610,"(+/- 43 )",1311,"(+/- 31 )",2098,"(+/- 45 )",1741,"(+/- 28 )"
Housing,"Gross Rent","No rent paid",5227,"(+/- 1099 )",7031,"(+/- 1569 )",5536,"(+/- 1304 )",3301,"(+/- 1076 )",3950,"(+/- 1064 )",4229,"(+/- 1118 )",3080,"(+/- 825 )",4222,"(+/- 1100 )",3621,"(+/- 1094 )",5149,"(+/- 1210 )",3025,"(+/- 904 )",4855,"(+/- 1347 )",2567,"(+/- 785 )",3146,"(+/- 853 )",1959,"(+/- 743 )",5392,"(+/- 1212 )",2575,"(+/- 868 )",2147,"(+/- 775 )",2143,"(+/- 634 )",2452,"(+/- 773 )",4909,"(+/- 927 )",4063,"(+/- 1277 )",3766,"(+/- 1120 )",4112,"(+/- 1183 )",2701,"(+/- 1049 )",2060,"(+/- 767 )",5139,"(+/- 1240 )",5142,"(+/- 1388 )",2212,"(+/- 823 )",3799,"(+/- 1129 )",2941,"(+/- 1050 )",4795,"(+/- 1272 )",2441,"(+/- 709 )",5304,"(+/- 1227 )",1981,"(+/- 790 )",4072,"(+/- 1013 )",2414,"(+/- 602 )",2634,"(+/- 638 )",2908,"(+/- 1011 )",2213,"(+/- 853 )",1487,"(+/- 682 )",2567,"(+/- 769 )",1823,"(+/- 692 )",2499,"(+/- 636 )",2775,"(+/- 1018 )",1251,"(+/- 626 )",2454,"(+/- 766 )",2566,"(+/- 757 )",1409,"(+/- 553 )",2467,"(+/- 834 )",2734,"(+/- 953 )",2473,"(+/- 622 )",2605,"(+/- 842 )"
