cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",189555,G,166903,G,229089,G,138643,G,377631,G,389433,G,866627,G,413529,G,293830,G,360940,G,290260,G,217850,G,242013,G,199312,G,203725,G,233510,G,261461,G,251154,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",4,J,24,H,17,J,0,N,0,N,80,J,29,J,56,J,0,N,25,J,22,J,113,G,149,H,168,G,332,H,321,J,243,J,278,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,144,J,231,J,0,N,0,N,202,G,0,N,33,J,0,N,0,N,144,H,1620,G,284,J,555,H,2221,G,1073,H,98,J,671,G
Business,"Paid employees for pay period including March 12",Utilities,1059,G,442,H,111,J,1137,G,447,H,2080,G,3431,G,1972,J,371,H,1218,H,1775,H,1973,G,2539,G,393,G,2278,G,4038,J,2417,G,1200,G
Business,"Paid employees for pay period including March 12",Construction,8659,G,7618,G,11761,G,4995,G,14982,G,17345,G,14320,G,23838,G,8338,G,12016,G,14688,G,10291,G,10789,G,16688,G,9121,G,11623,H,9765,G,10842,G
Business,"Paid employees for pay period including March 12",Manufacturing,10760,G,30389,G,27039,G,20917,G,26371,G,34168,G,23187,G,55627,G,20697,G,40168,G,27166,G,27919,G,19474,H,27006,G,40876,G,48469,G,40931,G,25969,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7904,G,8951,G,12159,G,10788,G,18410,G,26372,G,25682,G,48481,G,13282,G,43300,G,24565,G,8839,G,9314,G,11098,G,11705,G,10427,G,10643,G,16486,G
Business,"Paid employees for pay period including March 12","Retail trade",28311,G,21056,G,28580,G,22891,G,36327,G,42368,G,37286,G,38512,G,32689,G,36895,G,38971,G,32993,G,32339,G,28124,G,25254,H,31922,G,28678,G,38459,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7164,G,15137,G,34804,G,6862,G,43191,H,13295,G,16162,H,27299,G,6745,G,8361,G,26891,G,16937,H,10054,G,8525,G,8656,G,18899,G,12610,G,10091,G
Business,"Paid employees for pay period including March 12",Information,2318,H,3182,G,2106,H,1513,G,7943,H,12425,H,47368,G,14930,G,5550,H,5343,H,3935,H,2474,G,5366,G,1905,G,2557,G,2922,G,3583,H,3330,H
Business,"Paid employees for pay period including March 12","Finance and insurance",4149,G,3560,G,5199,G,3450,G,13420,G,27285,G,136375,G,20454,G,8203,G,23331,G,8801,G,6826,G,10713,G,5773,G,7424,G,7219,G,9364,G,27909,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2826,G,1834,H,2715,H,1760,G,10504,G,5603,G,18631,G,8090,H,5225,G,4418,G,3592,G,2272,G,4107,G,2546,G,1794,H,2037,H,1977,G,2314,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5518,G,3539,G,9864,H,4126,G,19363,G,30554,G,161904,G,27705,G,17381,G,35421,G,14848,G,8708,G,10354,G,11479,G,4774,G,6649,G,9752,G,8846,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1644,G,1878,G,2382,H,807,H,14413,G,22817,G,48465,G,15539,G,11416,G,27467,G,6591,G,2630,G,6140,H,3754,G,10690,H,1223,G,20082,H,3562,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14073,G,6234,G,16683,H,10354,G,28929,G,28112,G,56233,G,32080,G,14240,G,17499,G,27568,G,8600,G,9973,H,14680,G,6202,G,12540,G,13572,G,12249,G
Business,"Paid employees for pay period including March 12","Educational services",25945,H,3189,G,6214,G,3692,G,14660,H,12219,G,30074,G,7143,G,28754,H,8519,G,5816,G,2356,G,6332,G,2118,H,1387,H,2286,G,7608,J,4906,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",36797,G,34655,G,31749,G,20419,G,50680,G,52791,G,109586,G,38601,G,70766,G,49908,G,40324,G,42408,G,53165,G,23103,G,36551,G,35272,G,50826,G,36891,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2531,G,1977,H,3453,H,2028,H,8199,G,7793,G,14416,G,5594,G,6550,G,6906,G,5121,G,2831,G,3967,G,5396,G,1938,G,2993,G,4014,G,3928,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",20882,G,15620,G,23098,G,16199,G,51307,G,34033,G,86798,G,32215,G,27488,G,29064,G,27803,G,26407,G,32743,G,25684,G,20065,G,23657,G,22460,G,28339,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9008,G,7454,G,10908,G,6693,G,18464,G,19883,G,36642,G,15346,G,16113,G,11042,G,11633,G,11635,G,14187,G,10305,G,9859,G,9929,G,12810,G,14863,G
Business,"Paid employees for pay period including March 12","Industries not classified",1,G,20,G,16,G,11,J,13,J,8,J,36,J,14,J,15,J,10,J,6,J,18,J,24,H,12,G,41,J,11,J,28,J,21,J
Business,"Annual payroll ($1,000)","Total for all sectors",8598236,G,7890979,G,10795264,G,5921833,G,20980560,G,23261914,G,79806707,G,25832380,G,17073257,G,28799503,G,14693535,G,9151554,G,10696823,G,9224804,G,8057621,G,10668783,G,13760979,G,11312062,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",331,H,1076,G,315,G,0,N,0,N,2796,H,1768,J,3128,J,0,N,1427,H,369,H,4076,H,7565,H,5064,G,15397,H,16929,H,12399,H,13446,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,12581,J,23131,J,0,N,0,N,18730,G,0,N,2700,H,0,N,0,N,15343,H,136857,G,20205,J,36326,H,141732,G,95930,H,8072,H,45576,G
Business,"Annual payroll ($1,000)",Utilities,124469,H,51327,H,12614,H,135527,G,58461,H,290261,H,507255,G,233128,J,46587,H,121845,H,208887,H,181945,G,272462,G,41112,G,230844,G,534324,J,280555,G,113513,H
Business,"Annual payroll ($1,000)",Construction,702682,G,628549,G,833350,G,412667,G,1279054,G,1380468,G,1444863,G,2040418,G,682572,G,954571,G,1260613,G,689654,G,639701,G,1320833,H,547488,G,764215,G,702794,G,673701,G
Business,"Annual payroll ($1,000)",Manufacturing,673318,G,2246092,H,1653939,G,1204826,G,1629364,G,2035209,G,1295321,G,3626259,G,1376803,G,3792726,H,1766379,G,1630902,G,1246287,H,1530769,G,1985016,G,3106651,G,2478792,G,1388877,G
Business,"Annual payroll ($1,000)","Wholesale trade",530723,H,584825,H,778327,G,653443,G,1690416,G,2141742,G,2968463,H,3805611,G,1167628,G,5184403,G,1782030,G,459992,G,566595,G,790307,G,583199,G,593718,G,610084,G,959465,G
Business,"Annual payroll ($1,000)","Retail trade",788675,G,572194,G,837549,G,679263,G,1116536,G,1293602,G,1253352,G,1257262,G,980577,G,1304897,G,1151816,G,875649,G,850186,G,772542,G,652035,H,826392,G,757095,G,971183,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",264719,G,785540,G,1715390,G,329929,G,2882348,H,611017,G,1096997,H,1624011,G,319570,G,432160,G,1188978,G,780348,G,444134,G,357696,G,391110,G,921414,G,569241,G,572646,H
Business,"Annual payroll ($1,000)",Information,125941,H,205936,G,111680,H,82594,G,561272,G,1258133,H,5916240,G,1396976,G,496304,H,431635,G,187062,H,118363,G,370837,G,104170,G,112050,G,136958,G,189940,H,147377,H
Business,"Annual payroll ($1,000)","Finance and insurance",262334,G,165143,G,333416,G,164434,G,1336124,G,2654971,G,19006971,G,2109603,G,823248,G,2910095,H,644340,G,348015,G,676775,G,437979,G,374621,G,421201,G,588542,G,2313993,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",140934,G,78950,H,132771,H,83445,G,781061,G,346721,G,1947540,G,448803,H,331566,G,322973,G,188675,G,81291,G,167981,H,139329,G,60508,G,82839,G,75830,G,83798,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",317774,G,184900,G,740551,J,203118,G,1409267,G,2425790,G,19751013,G,2502209,G,1765817,G,3890706,G,1117516,G,628874,G,647816,G,829932,G,197990,G,366545,G,623446,G,506004,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",149355,H,116318,H,168540,G,65094,H,1718560,G,2653290,G,7067986,G,1616105,G,1252589,G,4270149,G,684238,H,151342,G,517259,H,296456,G,492245,H,132254,G,2884092,H,288069,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",474804,G,272621,G,564000,G,344053,G,1020388,G,1278923,G,3485564,G,1457196,G,654390,G,924759,G,1087609,G,305658,G,305937,G,625442,G,196854,G,397651,G,479664,G,432315,G
Business,"Annual payroll ($1,000)","Educational services",1486377,H,88648,G,182367,H,120804,G,463894,H,488980,G,1493770,G,317728,G,1794522,J,330372,G,170134,G,53309,G,137387,H,55039,H,27577,G,56071,G,186079,J,107471,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1798128,H,1319967,H,1568385,G,802600,G,2513515,G,2770716,G,6635267,G,1841987,G,3802069,H,2473643,G,2198023,H,1936644,G,2768384,H,1013069,G,1479170,G,1527124,G,2583036,G,1651223,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",54986,G,54350,H,276627,J,64971,H,462200,H,179545,G,785920,G,151057,G,212276,H,427212,H,123834,G,48823,G,77873,G,107130,G,36754,G,51733,G,56294,G,69882,G
Business,"Annual payroll ($1,000)","Accommodation and food services",394114,G,251094,G,446742,G,356032,G,1297961,G,681648,G,2807867,G,660802,G,638751,G,632330,G,516665,G,403246,G,510838,G,444796,G,285259,G,354048,G,346766,G,434285,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",308485,G,270491,G,415200,G,218526,G,758814,G,748948,G,2338709,G,737074,G,727099,G,388943,G,400788,G,316356,G,468191,G,316513,G,247336,G,282634,G,327673,G,539003,H
Business,"Annual payroll ($1,000)","Industries not classified",77,G,377,G,370,H,455,J,621,H,424,H,1714,H,323,H,566,H,355,H,236,H,210,G,410,G,300,G,436,G,152,H,585,H,235,H
Business,"Total Establishments","Total for all sectors",11898,X,9927,X,15981,X,11259,X,23538,X,25554,X,30306,X,24114,X,20496,X,21612,X,16951,X,14283,X,15204,X,18187,X,15078,X,15015,X,14257,X,15800,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",3,X,7,X,5,X,0,X,0,X,13,X,8,X,4,X,0,X,13,X,8,X,22,X,20,X,40,X,58,X,44,X,41,X,35,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,X,6,X,4,X,0,X,0,X,16,X,0,X,5,X,0,X,0,X,8,X,45,X,18,X,25,X,237,X,45,X,19,X,27,X
Business,"Total Establishments",Utilities,12,X,13,X,3,X,17,X,18,X,34,X,48,X,19,X,7,X,21,X,28,X,49,X,54,X,21,X,72,X,61,X,47,X,52,X
Business,"Total Establishments",Construction,1233,X,791,X,1865,X,976,X,2184,X,2457,X,865,X,2604,X,1854,X,2031,X,1459,X,1198,X,1323,X,2502,X,1540,X,1477,X,1205,X,1633,X
Business,"Total Establishments",Manufacturing,398,X,443,X,618,X,578,X,859,X,887,X,724,X,1679,X,481,X,832,X,655,X,451,X,430,X,931,X,749,X,868,X,794,X,516,X
Business,"Total Establishments","Wholesale trade",541,X,475,X,770,X,570,X,987,X,1632,X,1186,X,2237,X,866,X,1382,X,1066,X,558,X,633,X,1005,X,784,X,755,X,747,X,911,X
Business,"Total Establishments","Retail trade",1699,X,1435,X,1727,X,1619,X,2333,X,2362,X,2495,X,2080,X,2047,X,2115,X,2026,X,2258,X,2232,X,1885,X,2210,X,2094,X,2022,X,2300,X
Business,"Total Establishments","Transportation and warehousing",631,X,679,X,1927,X,836,X,1373,X,1137,X,534,X,2684,X,814,X,995,X,1604,X,547,X,502,X,928,X,709,X,845,X,642,X,612,X
Business,"Total Establishments",Information,176,X,150,X,207,X,199,X,474,X,477,X,1090,X,438,X,369,X,316,X,218,X,227,X,324,X,226,X,309,X,242,X,250,X,302,X
Business,"Total Establishments","Finance and insurance",682,X,564,X,895,X,567,X,1214,X,1867,X,2857,X,1281,X,1170,X,1354,X,867,X,1042,X,1091,X,937,X,1105,X,1032,X,953,X,1254,X
Business,"Total Establishments","Real estate and rental and leasing",489,X,374,X,597,X,436,X,1544,X,1097,X,1834,X,769,X,1110,X,1015,X,647,X,524,X,631,X,658,X,422,X,470,X,478,X,592,X
Business,"Total Establishments","Professional, scientific, and technical services",967,X,596,X,1323,X,943,X,3059,X,4177,X,7204,X,2721,X,3148,X,3189,X,1953,X,1068,X,1351,X,2334,X,850,X,1014,X,1111,X,1132,X
Business,"Total Establishments","Management of companies and enterprises",32,X,42,X,68,X,24,X,180,X,267,X,450,X,214,X,110,X,200,X,92,X,55,X,91,X,82,X,66,X,43,X,85,X,96,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",566,X,533,X,821,X,548,X,1057,X,1531,X,1532,X,1405,X,940,X,1481,X,1030,X,690,X,692,X,1259,X,559,X,719,X,620,X,786,X
Business,"Total Establishments","Educational services",204,X,120,X,196,X,142,X,407,X,432,X,495,X,251,X,470,X,378,X,240,X,128,X,171,X,245,X,90,X,115,X,128,X,174,X
Business,"Total Establishments","Health care and social assistance",1574,X,1362,X,1755,X,1200,X,2711,X,2842,X,2745,X,1966,X,2949,X,2448,X,1979,X,1826,X,1518,X,1670,X,1605,X,1553,X,1487,X,1551,X
Business,"Total Establishments","Arts, entertainment, and recreation",161,X,156,X,230,X,187,X,487,X,421,X,481,X,256,X,384,X,394,X,250,X,222,X,311,X,331,X,219,X,309,X,253,X,319,X
Business,"Total Establishments","Accommodation and food services",1218,X,1027,X,1458,X,1296,X,2487,X,1757,X,2824,X,1686,X,1672,X,1608,X,1343,X,1522,X,1836,X,1419,X,1407,X,1568,X,1577,X,1586,X
Business,"Total Establishments","Other services (except public administration)",1308,X,1143,X,1503,X,1112,X,2152,X,2137,X,2908,X,1802,X,2085,X,1829,X,1471,X,1836,X,1961,X,1677,X,2059,X,1748,X,1783,X,1900,X
Business,"Total Establishments","Industries not classified",3,X,11,X,9,X,7,X,10,X,11,X,24,X,13,X,16,X,10,X,7,X,15,X,15,X,12,X,28,X,13,X,15,X,22,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
