cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Workers,"Employment Status","In labor force",336159,"(+/- 6807 )",421559,"(+/- 17457 )",500045,"(+/- 7285 )",363155,"(+/- 7608 )",369257,"(+/- 9619 )",435193,"(+/- 11557 )",427844,"(+/- 18693 )",426815,"(+/- 10198 )",401832,"(+/- 18765 )",493335,"(+/- 16462 )",384698,"(+/- 6817 )",431837,"(+/- 11021 )",344977,"(+/- 5340 )",360567,"(+/- 6725 )",357296,"(+/- 8504 )",359271,"(+/- 7647 )",394005,"(+/- 10805 )",411538,"(+/- 17807 )",353300,"(+/- 6000 )",426864,"(+/- 14899 )",457963,"(+/- 14675 )",492764,"(+/- 13624 )",362607,"(+/- 13006 )",496444,"(+/- 10553 )",423085,"(+/- 11856 )",514228,"(+/- 9615 )",346553,"(+/- 6450 )",343699,"(+/- 9725 )",359214,"(+/- 14585 )",380109,"(+/- 10518 )",489322,"(+/- 7248 )",431920,"(+/- 9728 )",363740,"(+/- 12571 )",299107,"(+/- 8737 )",454589,"(+/- 15963 )",359255,"(+/- 10379 )"
Workers,"Employment Status","Civilian labor force",335876,"(+/- 6755 )",421434,"(+/- 17450 )",499785,"(+/- 7308 )",362799,"(+/- 7572 )",368999,"(+/- 9581 )",433604,"(+/- 11440 )",427421,"(+/- 18663 )",426580,"(+/- 10268 )",401250,"(+/- 18788 )",492884,"(+/- 16513 )",381225,"(+/- 6899 )",429510,"(+/- 11014 )",337463,"(+/- 5677 )",360234,"(+/- 6758 )",355623,"(+/- 8423 )",340315,"(+/- 8088 )",392636,"(+/- 10918 )",411326,"(+/- 17802 )",347816,"(+/- 6265 )",417969,"(+/- 14895 )",454289,"(+/- 14585 )",491951,"(+/- 13571 )",355212,"(+/- 13123 )",495719,"(+/- 10501 )",412337,"(+/- 12266 )",513734,"(+/- 9624 )",343784,"(+/- 6432 )",341101,"(+/- 9723 )",359008,"(+/- 14635 )",379821,"(+/- 10492 )",470102,"(+/- 7403 )",431670,"(+/- 9720 )",363669,"(+/- 12597 )",297883,"(+/- 8691 )",451893,"(+/- 15784 )",358731,"(+/- 10425 )"
Workers,"Employment Status",Employed,319448,"(+/- 7040 )",401885,"(+/- 16403 )",479693,"(+/- 7713 )",349201,"(+/- 7766 )",353882,"(+/- 10028 )",413607,"(+/- 11844 )",409650,"(+/- 17823 )",411153,"(+/- 10335 )",376550,"(+/- 18020 )",472392,"(+/- 15780 )",368704,"(+/- 6640 )",414195,"(+/- 11018 )",326600,"(+/- 5522 )",346422,"(+/- 7228 )",335765,"(+/- 8487 )",320065,"(+/- 8039 )",378350,"(+/- 10792 )",389418,"(+/- 17551 )",338457,"(+/- 6200 )",395947,"(+/- 13789 )",439988,"(+/- 14678 )",475679,"(+/- 13058 )",342932,"(+/- 13102 )",479999,"(+/- 10433 )",396132,"(+/- 11683 )",498053,"(+/- 9441 )",326655,"(+/- 6844 )",320749,"(+/- 8887 )",337546,"(+/- 13743 )",357184,"(+/- 10894 )",443300,"(+/- 7428 )",415690,"(+/- 9498 )",342181,"(+/- 11422 )",282923,"(+/- 8490 )",433582,"(+/- 15839 )",336599,"(+/- 9830 )"
Workers,"Employment Status",Unemployed,16428,"(+/- 2427 )",19549,"(+/- 3207 )",20092,"(+/- 3012 )",13598,"(+/- 2295 )",15117,"(+/- 2378 )",19997,"(+/- 3542 )",17771,"(+/- 3603 )",15427,"(+/- 2821 )",24700,"(+/- 3657 )",20492,"(+/- 3656 )",12521,"(+/- 2198 )",15315,"(+/- 2148 )",10863,"(+/- 1731 )",13812,"(+/- 2267 )",19858,"(+/- 3126 )",20250,"(+/- 2810 )",14286,"(+/- 2816 )",21908,"(+/- 3193 )",9359,"(+/- 1555 )",22022,"(+/- 3759 )",14301,"(+/- 2948 )",16272,"(+/- 2964 )",12280,"(+/- 2264 )",15720,"(+/- 2492 )",16205,"(+/- 2728 )",15681,"(+/- 2310 )",17129,"(+/- 2522 )",20352,"(+/- 2976 )",21462,"(+/- 3640 )",22637,"(+/- 3978 )",26802,"(+/- 3721 )",15980,"(+/- 2684 )",21488,"(+/- 3219 )",14960,"(+/- 2464 )",18311,"(+/- 2786 )",22132,"(+/- 3377 )"
Workers,"Employment Status","Armed Forces",283,"(+/- 420 )",125,"(+/- 149 )",260,"(+/- 175 )",356,"(+/- 344 )",258,"(+/- 196 )",1589,"(+/- 1051 )",423,"(+/- 402 )",235,"(+/- 282 )",582,"(+/- 902 )",451,"(+/- 566 )",3473,"(+/- 1394 )",2327,"(+/- 883 )",7514,"(+/- 2369 )",333,"(+/- 218 )",1673,"(+/- 950 )",18956,"(+/- 2528 )",1369,"(+/- 856 )",212,"(+/- 260 )",5484,"(+/- 1187 )",8895,"(+/- 1754 )",3674,"(+/- 1012 )",813,"(+/- 705 )",7395,"(+/- 1980 )",725,"(+/- 572 )",10748,"(+/- 2211 )",494,"(+/- 303 )",2769,"(+/- 1047 )",2598,"(+/- 965 )",206,"(+/- 342 )",288,"(+/- 288 )",19220,"(+/- 2694 )",250,"(+/- 348 )",71,"(+/- 119 )",1224,"(+/- 899 )",2696,"(+/- 1140 )",524,"(+/- 418 )"
Workers,"Employment Status","Not in labor force",232780,"(+/- 6660 )",201960,"(+/- 10333 )",209451,"(+/- 5970 )",247872,"(+/- 6537 )",224243,"(+/- 6829 )",199066,"(+/- 7280 )",171516,"(+/- 8674 )",270272,"(+/- 9737 )",196710,"(+/- 10456 )",218848,"(+/- 9854 )",223973,"(+/- 6978 )",227094,"(+/- 8388 )",210337,"(+/- 5474 )",238024,"(+/- 6412 )",234306,"(+/- 9181 )",210339,"(+/- 7135 )",236043,"(+/- 7913 )",223434,"(+/- 12717 )",218135,"(+/- 6680 )",212276,"(+/- 9574 )",235886,"(+/- 9248 )",233802,"(+/- 9779 )",232583,"(+/- 8519 )",171891,"(+/- 7015 )",229110,"(+/- 8898 )",201202,"(+/- 8153 )",237424,"(+/- 6149 )",220400,"(+/- 9013 )",204139,"(+/- 9780 )",222733,"(+/- 9550 )",214578,"(+/- 6032 )",176369,"(+/- 6666 )",183824,"(+/- 10184 )",232714,"(+/- 6841 )",219729,"(+/- 9736 )",228403,"(+/- 8893 )"
Workers,"Employment Status","Civilian labor force",335876,"(+/- 6755 )",421434,"(+/- 17450 )",499785,"(+/- 7308 )",362799,"(+/- 7572 )",368999,"(+/- 9581 )",433604,"(+/- 11440 )",427421,"(+/- 18663 )",426580,"(+/- 10268 )",401250,"(+/- 18788 )",492884,"(+/- 16513 )",381225,"(+/- 6899 )",429510,"(+/- 11014 )",337463,"(+/- 5677 )",360234,"(+/- 6758 )",355623,"(+/- 8423 )",340315,"(+/- 8088 )",392636,"(+/- 10918 )",411326,"(+/- 17802 )",347816,"(+/- 6265 )",417969,"(+/- 14895 )",454289,"(+/- 14585 )",491951,"(+/- 13571 )",355212,"(+/- 13123 )",495719,"(+/- 10501 )",412337,"(+/- 12266 )",513734,"(+/- 9624 )",343784,"(+/- 6432 )",341101,"(+/- 9723 )",359008,"(+/- 14635 )",379821,"(+/- 10492 )",470102,"(+/- 7403 )",431670,"(+/- 9720 )",363669,"(+/- 12597 )",297883,"(+/- 8691 )",451893,"(+/- 15784 )",358731,"(+/- 10425 )"
Workers,"Employment Status","Unemployment Rate",4.9,"(+/- 0.7 )",4.6,"(+/- 0.7 )",4.0,"(+/- 0.6 )",3.7,"(+/- 0.6 )",4.1,"(+/- 0.7 )",4.6,"(+/- 0.8 )",4.2,"(+/- 0.8 )",3.6,"(+/- 0.7 )",6.2,"(+/- 0.9 )",4.2,"(+/- 0.7 )",3.3,"(+/- 0.6 )",3.6,"(+/- 0.5 )",3.2,"(+/- 0.5 )",3.8,"(+/- 0.6 )",5.6,"(+/- 0.9 )",6.0,"(+/- 0.8 )",3.6,"(+/- 0.7 )",5.3,"(+/- 0.8 )",2.7,"(+/- 0.4 )",5.3,"(+/- 0.8 )",3.1,"(+/- 0.7 )",3.3,"(+/- 0.6 )",3.5,"(+/- 0.6 )",3.2,"(+/- 0.5 )",3.9,"(+/- 0.6 )",3.1,"(+/- 0.4 )",5.0,"(+/- 0.7 )",6.0,"(+/- 0.8 )",6.0,"(+/- 1.0 )",6.0,"(+/- 1.0 )",5.7,"(+/- 0.8 )",3.7,"(+/- 0.6 )",5.9,"(+/- 0.8 )",5.0,"(+/- 0.8 )",4.1,"(+/- 0.6 )",6.2,"(+/- 0.9 )"
Workers,"Commuting to Work","Workers 16 years and over",315384,"(+/- 7193 )",394622,"(+/- 16486 )",474823,"(+/- 7853 )",344483,"(+/- 7756 )",346816,"(+/- 9930 )",410071,"(+/- 11834 )",405355,"(+/- 17166 )",406043,"(+/- 10374 )",371323,"(+/- 17738 )",463691,"(+/- 15398 )",368346,"(+/- 6656 )",410973,"(+/- 11137 )",330455,"(+/- 5010 )",342402,"(+/- 7166 )",328903,"(+/- 8516 )",331313,"(+/- 7854 )",373127,"(+/- 10568 )",386170,"(+/- 17548 )",337681,"(+/- 5827 )",394117,"(+/- 13473 )",439290,"(+/- 14673 )",470204,"(+/- 13356 )",344600,"(+/- 12706 )",473786,"(+/- 10808 )",399099,"(+/- 10878 )",489432,"(+/- 8977 )",325371,"(+/- 6950 )",317506,"(+/- 9018 )",330124,"(+/- 13123 )",352634,"(+/- 10928 )",453881,"(+/- 7235 )",408933,"(+/- 9325 )",335217,"(+/- 11385 )",280463,"(+/- 8498 )",428829,"(+/- 15759 )",330510,"(+/- 10321 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",257460,"(+/- 7787 )",314509,"(+/- 14914 )",379735,"(+/- 9028 )",286901,"(+/- 7520 )",275645,"(+/- 8118 )",341405,"(+/- 11382 )",324116,"(+/- 15497 )",332821,"(+/- 9181 )",283846,"(+/- 14400 )",362427,"(+/- 14948 )",296829,"(+/- 8031 )",337177,"(+/- 10108 )",269896,"(+/- 5681 )",290630,"(+/- 7762 )",256591,"(+/- 9211 )",269514,"(+/- 7761 )",300638,"(+/- 8951 )",309353,"(+/- 16984 )",267675,"(+/- 6152 )",299717,"(+/- 12138 )",331814,"(+/- 12507 )",383228,"(+/- 12221 )",279224,"(+/- 11445 )",384297,"(+/- 11902 )",307202,"(+/- 9028 )",392766,"(+/- 10337 )",267094,"(+/- 8312 )",254998,"(+/- 8694 )",269617,"(+/- 12602 )",284110,"(+/- 9244 )",350752,"(+/- 9015 )",320854,"(+/- 9257 )",253314,"(+/- 10567 )",234298,"(+/- 8684 )",335588,"(+/- 14248 )",286362,"(+/- 9317 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",32574,"(+/- 3897 )",36584,"(+/- 4416 )",30111,"(+/- 3574 )",30458,"(+/- 3427 )",44031,"(+/- 5624 )",35054,"(+/- 3585 )",34963,"(+/- 6475 )",32760,"(+/- 4402 )",47188,"(+/- 5938 )",47838,"(+/- 5160 )",40833,"(+/- 4295 )",37673,"(+/- 5014 )",33288,"(+/- 3607 )",26288,"(+/- 3269 )",31387,"(+/- 4039 )",31393,"(+/- 3528 )",34775,"(+/- 3745 )",34673,"(+/- 5282 )",40305,"(+/- 3907 )",48180,"(+/- 5309 )",40371,"(+/- 5051 )",39493,"(+/- 5694 )",39077,"(+/- 4743 )",38912,"(+/- 5020 )",33474,"(+/- 4379 )",43596,"(+/- 5094 )",34015,"(+/- 4071 )",36953,"(+/- 4678 )",38063,"(+/- 4768 )",29786,"(+/- 3759 )",43304,"(+/- 5744 )",33252,"(+/- 4165 )",61290,"(+/- 5626 )",20760,"(+/- 2730 )",45829,"(+/- 5755 )",22460,"(+/- 2856 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1032,"(+/- 661 )",6252,"(+/- 1544 )",5567,"(+/- 1618 )",962,"(+/- 435 )",3985,"(+/- 1362 )",1206,"(+/- 602 )",12680,"(+/- 2645 )",2813,"(+/- 1039 )",15817,"(+/- 2769 )",9468,"(+/- 1885 )",816,"(+/- 495 )",2850,"(+/- 1163 )",672,"(+/- 525 )",1807,"(+/- 819 )",2127,"(+/- 1194 )",3602,"(+/- 1309 )",3963,"(+/- 1369 )",10830,"(+/- 2928 )",1444,"(+/- 664 )",10087,"(+/- 2560 )",6118,"(+/- 1695 )",6654,"(+/- 1587 )",2645,"(+/- 1895 )",6510,"(+/- 1849 )",4666,"(+/- 1670 )",2280,"(+/- 861 )",2603,"(+/- 900 )",2631,"(+/- 1070 )",5391,"(+/- 1707 )",12412,"(+/- 2426 )",3594,"(+/- 1212 )",9777,"(+/- 2872 )",3840,"(+/- 1154 )",1587,"(+/- 624 )",12356,"(+/- 3230 )",1100,"(+/- 580 )"
Workers,"Commuting to Work",Walked,4976,"(+/- 1709 )",7620,"(+/- 2174 )",5098,"(+/- 1502 )",4235,"(+/- 1125 )",3920,"(+/- 1188 )",3058,"(+/- 849 )",5411,"(+/- 1690 )",3959,"(+/- 1777 )",4706,"(+/- 1693 )",4293,"(+/- 1064 )",6611,"(+/- 1887 )",4870,"(+/- 1697 )",9319,"(+/- 2840 )",4738,"(+/- 1462 )",2783,"(+/- 944 )",4512,"(+/- 1328 )",6609,"(+/- 1735 )",6144,"(+/- 1770 )",8356,"(+/- 1880 )",10476,"(+/- 2153 )",13008,"(+/- 2684 )",3541,"(+/- 1026 )",4644,"(+/- 1478 )",5178,"(+/- 1493 )",8582,"(+/- 2376 )",3744,"(+/- 1059 )",5255,"(+/- 1877 )",5054,"(+/- 1574 )",2705,"(+/- 878 )",7532,"(+/- 1462 )",11594,"(+/- 1943 )",7800,"(+/- 1653 )",2562,"(+/- 993 )",4817,"(+/- 1658 )",7905,"(+/- 2313 )",5768,"(+/- 1805 )"
Workers,"Commuting to Work","Other means",5275,"(+/- 1637 )",6276,"(+/- 1596 )",6911,"(+/- 1677 )",3346,"(+/- 851 )",3580,"(+/- 1129 )",5805,"(+/- 1570 )",5692,"(+/- 1269 )",5552,"(+/- 1626 )",5124,"(+/- 1230 )",7063,"(+/- 1940 )",5358,"(+/- 2012 )",3542,"(+/- 1369 )",4175,"(+/- 1225 )",3988,"(+/- 1266 )",16488,"(+/- 3262 )",12216,"(+/- 2883 )",7147,"(+/- 2090 )",11678,"(+/- 3202 )",5603,"(+/- 1532 )",7145,"(+/- 2390 )",8364,"(+/- 2588 )",3687,"(+/- 1437 )",6061,"(+/- 2039 )",6419,"(+/- 1773 )",4790,"(+/- 885 )",6005,"(+/- 1495 )",3739,"(+/- 1279 )",4241,"(+/- 1534 )",6864,"(+/- 1923 )",4224,"(+/- 1400 )",4939,"(+/- 1442 )",6576,"(+/- 1797 )",3524,"(+/- 1241 )",3216,"(+/- 1160 )",7654,"(+/- 1947 )",3277,"(+/- 1034 )"
Workers,"Commuting to Work","Worked from home",14067,"(+/- 2982 )",23381,"(+/- 3892 )",47401,"(+/- 4589 )",18581,"(+/- 2190 )",15655,"(+/- 2731 )",23543,"(+/- 3553 )",22493,"(+/- 3240 )",28138,"(+/- 3578 )",14642,"(+/- 3141 )",32602,"(+/- 3726 )",17899,"(+/- 2731 )",24861,"(+/- 3357 )",13105,"(+/- 2072 )",14951,"(+/- 2564 )",19527,"(+/- 2606 )",10076,"(+/- 1964 )",19995,"(+/- 2931 )",13492,"(+/- 2263 )",14298,"(+/- 2534 )",18512,"(+/- 3170 )",39615,"(+/- 3870 )",33601,"(+/- 5156 )",12949,"(+/- 2445 )",32470,"(+/- 3613 )",40385,"(+/- 4111 )",41041,"(+/- 4360 )",12665,"(+/- 2062 )",13629,"(+/- 2083 )",7484,"(+/- 1903 )",14570,"(+/- 2626 )",39698,"(+/- 4301 )",30674,"(+/- 3654 )",10687,"(+/- 2311 )",15785,"(+/- 2825 )",19497,"(+/- 3150 )",11543,"(+/- 1910 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.7,"(+/- 1.0 )",29.3,"(+/- 0.8 )",27.7,"(+/- 0.7 )",29.3,"(+/- 0.9 )",32.5,"(+/- 1.1 )",29.1,"(+/- 0.8 )",29.5,"(+/- 0.9 )",32.5,"(+/- 1.0 )",31.1,"(+/- 0.8 )",28.9,"(+/- 0.7 )",23.1,"(+/- 0.9 )",28.0,"(+/- 0.7 )",20.4,"(+/- 0.7 )",25.5,"(+/- 0.8 )",25.7,"(+/- 1.2 )",23.6,"(+/- 1.0 )",22.1,"(+/- 0.7 )",29.7,"(+/- 0.8 )",17.6,"(+/- 0.7 )",26.2,"(+/- 0.9 )",27.1,"(+/- 0.8 )",35.3,"(+/- 0.8 )",24.8,"(+/- 0.9 )",24.6,"(+/- 0.6 )",27.4,"(+/- 0.7 )",29.7,"(+/- 0.7 )",23.0,"(+/- 0.7 )",26.0,"(+/- 1.2 )",28.8,"(+/- 0.8 )",30.1,"(+/- 0.8 )",26.3,"(+/- 0.7 )",27.9,"(+/- 0.6 )",27.0,"(+/- 0.8 )",21.5,"(+/- 1.0 )",27.4,"(+/- 0.7 )",29.3,"(+/- 1.1 )"
Workers,Occupation,"Civilian employed population 16 years and over",319448,"(+/- 7040 )",401885,"(+/- 16403 )",479693,"(+/- 7713 )",349201,"(+/- 7766 )",353882,"(+/- 10028 )",413607,"(+/- 11844 )",409650,"(+/- 17823 )",411153,"(+/- 10335 )",376550,"(+/- 18020 )",472392,"(+/- 15780 )",368704,"(+/- 6640 )",414195,"(+/- 11018 )",326600,"(+/- 5522 )",346422,"(+/- 7228 )",335765,"(+/- 8487 )",320065,"(+/- 8039 )",378350,"(+/- 10792 )",389418,"(+/- 17551 )",338457,"(+/- 6200 )",395947,"(+/- 13789 )",439988,"(+/- 14678 )",475679,"(+/- 13058 )",342932,"(+/- 13102 )",479999,"(+/- 10433 )",396132,"(+/- 11683 )",498053,"(+/- 9441 )",326655,"(+/- 6844 )",320749,"(+/- 8887 )",337546,"(+/- 13743 )",357184,"(+/- 10894 )",443300,"(+/- 7428 )",415690,"(+/- 9498 )",342181,"(+/- 11422 )",282923,"(+/- 8490 )",433582,"(+/- 15839 )",336599,"(+/- 9830 )"
Workers,Occupation,"Management, business, science, and arts occupations",104265,"(+/- 4712 )",190668,"(+/- 10689 )",263141,"(+/- 7104 )",117141,"(+/- 5048 )",107353,"(+/- 6300 )",153127,"(+/- 7129 )",203153,"(+/- 10525 )",166979,"(+/- 7258 )",105302,"(+/- 7693 )",220516,"(+/- 10128 )",121823,"(+/- 6384 )",165206,"(+/- 7398 )",98461,"(+/- 5133 )",126297,"(+/- 6863 )",97075,"(+/- 5967 )",104115,"(+/- 6270 )",146818,"(+/- 6544 )",117831,"(+/- 7524 )",111489,"(+/- 4362 )",130917,"(+/- 7259 )",212124,"(+/- 9593 )",250704,"(+/- 13172 )",110112,"(+/- 7497 )",230362,"(+/- 10136 )",188241,"(+/- 9776 )",232807,"(+/- 8027 )",95456,"(+/- 4660 )",94198,"(+/- 6168 )",64875,"(+/- 5382 )",104857,"(+/- 6706 )",193663,"(+/- 6653 )",192395,"(+/- 7347 )",58939,"(+/- 5035 )",74307,"(+/- 5817 )",138562,"(+/- 7851 )",110139,"(+/- 6419 )"
Workers,Occupation,"Service occupations",56322,"(+/- 4806 )",55085,"(+/- 6396 )",60749,"(+/- 5029 )",58769,"(+/- 4003 )",64945,"(+/- 5634 )",61568,"(+/- 4812 )",58852,"(+/- 6598 )",64470,"(+/- 7187 )",89126,"(+/- 8171 )",64334,"(+/- 6645 )",54073,"(+/- 4499 )",62263,"(+/- 5420 )",60558,"(+/- 4406 )",60698,"(+/- 4390 )",72316,"(+/- 6722 )",71793,"(+/- 6020 )",67597,"(+/- 4928 )",77482,"(+/- 7429 )",63711,"(+/- 4642 )",88928,"(+/- 8576 )",74862,"(+/- 7810 )",54635,"(+/- 5743 )",65154,"(+/- 6127 )",64238,"(+/- 5180 )",56817,"(+/- 4660 )",70489,"(+/- 5559 )",60372,"(+/- 5065 )",68563,"(+/- 5150 )",68332,"(+/- 5711 )",65178,"(+/- 5334 )",69444,"(+/- 6833 )",62670,"(+/- 4472 )",75816,"(+/- 5846 )",72889,"(+/- 5684 )",98703,"(+/- 7221 )",50014,"(+/- 5564 )"
Workers,Occupation,"Sales and office occupations",68193,"(+/- 4911 )",79195,"(+/- 6138 )",99136,"(+/- 5809 )",79320,"(+/- 5038 )",74625,"(+/- 4867 )",96600,"(+/- 6337 )",73834,"(+/- 6336 )",85191,"(+/- 6796 )",79759,"(+/- 7756 )",90876,"(+/- 6078 )",79722,"(+/- 5164 )",94374,"(+/- 6442 )",68245,"(+/- 4106 )",66759,"(+/- 5032 )",79577,"(+/- 5243 )",71761,"(+/- 5661 )",77442,"(+/- 5963 )",76177,"(+/- 5917 )",72901,"(+/- 4722 )",91794,"(+/- 7362 )",94504,"(+/- 6376 )",97759,"(+/- 7999 )",77634,"(+/- 5581 )",104062,"(+/- 6984 )",71496,"(+/- 5457 )",112447,"(+/- 6803 )",70767,"(+/- 5401 )",70206,"(+/- 5619 )",62905,"(+/- 5277 )",82557,"(+/- 5898 )",101076,"(+/- 6470 )",87401,"(+/- 5366 )",60293,"(+/- 4861 )",64243,"(+/- 4815 )",89408,"(+/- 6058 )",71026,"(+/- 5544 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34467,"(+/- 3435 )",33386,"(+/- 4813 )",21647,"(+/- 3555 )",38705,"(+/- 3518 )",49001,"(+/- 4834 )",36584,"(+/- 3897 )",29677,"(+/- 4582 )",42571,"(+/- 4719 )",41921,"(+/- 5129 )",42545,"(+/- 4525 )",53071,"(+/- 4060 )",36843,"(+/- 3760 )",40409,"(+/- 3280 )",41861,"(+/- 4641 )",43813,"(+/- 5158 )",30070,"(+/- 3440 )",32728,"(+/- 3716 )",50109,"(+/- 5801 )",40118,"(+/- 3077 )",46098,"(+/- 6369 )",30604,"(+/- 4364 )",29731,"(+/- 3697 )",42443,"(+/- 5413 )",27944,"(+/- 3294 )",32139,"(+/- 3747 )",31038,"(+/- 3452 )",47911,"(+/- 4000 )",40106,"(+/- 3923 )",73173,"(+/- 5635 )",42596,"(+/- 4541 )",31600,"(+/- 4030 )",35513,"(+/- 4024 )",74395,"(+/- 5695 )",38588,"(+/- 4259 )",47979,"(+/- 4673 )",50066,"(+/- 4377 )"
Workers,Occupation,"Production, transportation, and material moving occupations",56201,"(+/- 4646 )",43551,"(+/- 5526 )",35020,"(+/- 3660 )",55266,"(+/- 4616 )",57958,"(+/- 4584 )",65728,"(+/- 5624 )",44134,"(+/- 7321 )",51942,"(+/- 5287 )",60442,"(+/- 6484 )",54121,"(+/- 5766 )",60015,"(+/- 4603 )",55509,"(+/- 4844 )",58927,"(+/- 4124 )",50807,"(+/- 4636 )",42984,"(+/- 4405 )",42326,"(+/- 4512 )",53765,"(+/- 4980 )",67819,"(+/- 6531 )",50238,"(+/- 3647 )",38210,"(+/- 3560 )",27894,"(+/- 3016 )",42850,"(+/- 6010 )",47589,"(+/- 4607 )",53393,"(+/- 4421 )",47439,"(+/- 4628 )",51272,"(+/- 4872 )",52149,"(+/- 4791 )",47676,"(+/- 4441 )",68261,"(+/- 5424 )",61996,"(+/- 5443 )",47517,"(+/- 5684 )",37711,"(+/- 4262 )",72738,"(+/- 6169 )",32896,"(+/- 3779 )",58930,"(+/- 5745 )",55354,"(+/- 4805 )"
Workers,Industry,"Civilian employed population 16 years and over",319448,"(+/- 7040 )",401885,"(+/- 16403 )",479693,"(+/- 7713 )",349201,"(+/- 7766 )",353882,"(+/- 10028 )",413607,"(+/- 11844 )",409650,"(+/- 17823 )",411153,"(+/- 10335 )",376550,"(+/- 18020 )",472392,"(+/- 15780 )",368704,"(+/- 6640 )",414195,"(+/- 11018 )",326600,"(+/- 5522 )",346422,"(+/- 7228 )",335765,"(+/- 8487 )",320065,"(+/- 8039 )",378350,"(+/- 10792 )",389418,"(+/- 17551 )",338457,"(+/- 6200 )",395947,"(+/- 13789 )",439988,"(+/- 14678 )",475679,"(+/- 13058 )",342932,"(+/- 13102 )",479999,"(+/- 10433 )",396132,"(+/- 11683 )",498053,"(+/- 9441 )",326655,"(+/- 6844 )",320749,"(+/- 8887 )",337546,"(+/- 13743 )",357184,"(+/- 10894 )",443300,"(+/- 7428 )",415690,"(+/- 9498 )",342181,"(+/- 11422 )",282923,"(+/- 8490 )",433582,"(+/- 15839 )",336599,"(+/- 9830 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",15776,"(+/- 2336 )",21215,"(+/- 3530 )",5201,"(+/- 1588 )",7345,"(+/- 1315 )",6844,"(+/- 1566 )",4151,"(+/- 1315 )",18089,"(+/- 2974 )",20478,"(+/- 2831 )",6426,"(+/- 2012 )",16618,"(+/- 2602 )",47835,"(+/- 4969 )",7858,"(+/- 2214 )",21428,"(+/- 2583 )",6562,"(+/- 1439 )",14094,"(+/- 2677 )",3336,"(+/- 1246 )",8828,"(+/- 1795 )",10647,"(+/- 1756 )",23069,"(+/- 2617 )",2774,"(+/- 1297 )",5518,"(+/- 1321 )",22686,"(+/- 3695 )",20726,"(+/- 3947 )",3954,"(+/- 1126 )",9332,"(+/- 2103 )",5080,"(+/- 1410 )",13811,"(+/- 2509 )",12938,"(+/- 2826 )",5743,"(+/- 1938 )",2124,"(+/- 969 )",2495,"(+/- 1026 )",3386,"(+/- 1018 )",2157,"(+/- 893 )",11942,"(+/- 2147 )",4195,"(+/- 1343 )",10671,"(+/- 2128 )"
Workers,Industry,Construction,22784,"(+/- 3127 )",34160,"(+/- 5205 )",23013,"(+/- 3721 )",29377,"(+/- 3751 )",43049,"(+/- 5372 )",31664,"(+/- 4389 )",32316,"(+/- 4375 )",35867,"(+/- 4099 )",40261,"(+/- 5466 )",43023,"(+/- 4863 )",35698,"(+/- 3785 )",33387,"(+/- 3787 )",27041,"(+/- 2955 )",38733,"(+/- 4693 )",25987,"(+/- 2956 )",22495,"(+/- 3237 )",24595,"(+/- 3171 )",45706,"(+/- 5255 )",26044,"(+/- 3125 )",39811,"(+/- 6461 )",29873,"(+/- 3783 )",34779,"(+/- 4406 )",26516,"(+/- 3938 )",27044,"(+/- 3615 )",30825,"(+/- 4103 )",30804,"(+/- 4134 )",37880,"(+/- 4423 )",26916,"(+/- 3126 )",63871,"(+/- 5817 )",40202,"(+/- 4555 )",32918,"(+/- 4914 )",33247,"(+/- 4826 )",68879,"(+/- 5757 )",23312,"(+/- 3023 )",48462,"(+/- 5278 )",42621,"(+/- 4502 )"
